,CustomerId,Balance,NumOfProducts,HasCrCard,Tenure_x,IsActiveMember,Exited,CreditScore,Geography,Gender,Age,EstimatedSalary,Age Group,Tenure Group,Salary Group,Balance Group,Credit score Group
256,15636684,0,2,1,10,1,0,727,France,Male,34,198637,Working class,Long term cust,High earner,Very low balance,High score
257,15592979,37266,2,0,6,0,0,671,Germany,Female,34,156917,Working class,Long term cust,High earner,Very low balance,High score
258,15750803,127992,1,1,6,1,0,693,France,Female,30,50457,Working class,Long term cust,Fair earner,low balance,High score
259,15607178,54901,1,1,3,1,0,850,Germany,Male,38,140075,Working class,Short term cust,High earner,low balance,High score
260,15713853,108748,2,1,9,1,0,732,Germany,Male,42,65323,Working class,Long term cust,Fair earner,low balance,High score
261,15673481,99906,1,0,6,0,0,726,Spain,Female,48,64323,Working class,Long term cust,Fair earner,low balance,High score
262,15686776,184686,2,0,6,0,0,557,France,Female,32,14956,Working class,Long term cust,low earner,Fair balance,Good score
263,15673693,110654,1,1,0,1,0,682,France,Female,26,111879,Student,Short term cust,High earner,low balance,High score
264,15700696,79019,1,1,9,1,0,738,Spain,Male,31,18606,Working class,Long term cust,low earner,low balance,High score
265,15813163,99240,1,0,9,0,0,531,Spain,Female,36,123137,Working class,Long term cust,High earner,low balance,Good score
266,15653857,0,2,1,2,1,0,498,France,Male,34,148528,Working class,Short term cust,High earner,Very low balance,Good score
267,15777076,0,2,0,7,0,0,651,France,Male,36,13898,Working class,Long term cust,low earner,Very low balance,High score
268,15717398,0,1,0,7,0,1,549,Spain,Female,39,81259,Working class,Long term cust,Fair earner,Very low balance,Good score
269,15799217,52436,1,0,7,0,0,791,Germany,Female,35,161051,Working class,Long term cust,High earner,low balance,High score
270,15787071,0,2,1,9,1,0,650,Spain,Male,41,191599,Working class,Long term cust,High earner,Very low balance,High score
271,15619955,100337,3,0,3,0,1,733,Germany,Male,34,48559,Working class,Short term cust,low earner,low balance,High score
272,15796505,149297,2,1,1,1,0,811,Germany,Female,34,186339,Working class,Short term cust,High earner,low balance,High score
273,15725166,0,2,0,8,0,0,707,France,Male,30,33159,Working class,Long term cust,low earner,Very low balance,High score
274,15800116,145605,1,1,4,1,0,712,Germany,Male,28,93883,Student,Short term cust,Fair earner,low balance,High score
275,15758685,0,2,1,7,1,0,706,Spain,Female,37,110899,Working class,Long term cust,High earner,Very low balance,High score
276,15694456,0,1,1,3,1,1,756,France,Male,62,11199,Working class,Short term cust,low earner,Very low balance,High score
277,15767339,0,2,0,10,0,0,777,France,Female,53,189992,Working class,Long term cust,High earner,Very low balance,High score
278,15683562,84026,1,1,6,1,0,646,France,Male,35,164255,Working class,Long term cust,High earner,low balance,Good score
279,15782210,0,1,0,1,0,1,714,France,Male,46,152167,Working class,Short term cust,High earner,Very low balance,High score
280,15668893,0,2,1,8,1,0,782,France,Male,39,33949,Working class,Long term cust,low earner,Very low balance,High score
281,15669169,0,2,1,10,1,0,775,Spain,Male,29,68143,Student,Long term cust,Fair earner,Very low balance,High score
282,15643024,138718,1,1,4,1,1,479,Germany,Male,35,47251,Working class,Short term cust,low earner,low balance,Good score
283,15699389,118274,1,1,7,1,0,807,France,Male,42,25885,Working class,Long term cust,low earner,low balance,High score
284,15708608,174185,2,1,8,1,0,799,France,Female,22,192633,Student,Long term cust,High earner,Fair balance,High score
285,15626144,113208,2,0,7,0,0,675,France,Male,40,34577,Working class,Long term cust,low earner,low balance,High score
286,15573112,103907,1,0,5,0,0,602,Spain,Male,29,161229,Student,Short term cust,High earner,low balance,Good score
287,15790678,119023,1,0,8,0,0,475,France,Female,32,100816,Working class,Long term cust,High earner,low balance,Good score
288,15727556,166297,1,1,5,1,0,744,Spain,Female,26,181694,Student,Short term cust,High earner,Fair balance,High score
289,15697307,0,2,0,10,0,0,588,Spain,Male,34,79078,Working class,Long term cust,Fair earner,Very low balance,Good score
290,15652266,63227,1,1,9,1,0,703,Germany,Male,42,137316,Working class,Long term cust,High earner,low balance,High score
291,15607098,94521,2,0,5,0,0,747,Spain,Female,41,194926,Working class,Short term cust,High earner,low balance,High score
292,15655774,0,2,0,7,0,0,583,France,Male,27,51285,Student,Long term cust,Fair earner,Very low balance,Good score
293,15590241,112822,1,0,9,0,1,750,Spain,Female,34,150401,Working class,Long term cust,High earner,low balance,High score
294,15785819,0,2,1,3,1,0,681,France,Male,38,112491,Working class,Short term cust,High earner,Very low balance,High score
295,15723654,135903,1,0,2,0,0,773,France,Male,25,73656,Student,Short term cust,Fair earner,low balance,High score
296,15774510,125169,1,1,4,1,0,714,France,Female,31,106636,Working class,Short term cust,High earner,low balance,High score
297,15684173,0,3,0,7,0,1,687,Spain,Female,44,155853,Working class,Long term cust,High earner,Very low balance,High score
298,15650068,149117,1,1,0,1,0,511,France,Male,58,162599,Working class,Short term cust,High earner,low balance,Good score
299,15811490,0,2,1,5,1,0,627,France,Male,33,103737,Working class,Short term cust,High earner,Very low balance,Good score
300,15803976,0,2,0,10,0,0,694,France,Female,31,160990,Working class,Long term cust,High earner,Very low balance,High score
301,15682541,132311,1,0,6,0,0,616,Spain,Female,36,15462,Working class,Long term cust,low earner,low balance,Good score
302,15695699,0,2,0,8,0,0,687,France,Male,35,10334,Working class,Long term cust,low earner,Very low balance,High score
303,15624188,0,2,1,6,1,0,712,France,Female,33,190686,Working class,Long term cust,High earner,Very low balance,High score
304,15812191,118082,1,0,4,0,0,553,France,Male,33,94440,Working class,Short term cust,Fair earner,low balance,Good score
305,15636673,119266,1,1,1,1,0,667,France,Male,31,28257,Working class,Short term cust,low earner,low balance,High score
306,15594898,0,1,1,2,1,1,731,France,Male,43,170034,Working class,Short term cust,High earner,Very low balance,High score
307,15660211,156847,2,0,7,0,0,629,Germany,Male,35,31824,Working class,Long term cust,low earner,Fair balance,Good score
308,15773972,137104,1,0,4,0,1,614,France,Male,50,127166,Working class,Short term cust,High earner,low balance,Good score
309,15746726,78398,1,0,8,0,0,438,Germany,Male,31,44937,Working class,Long term cust,low earner,low balance,low score
310,15712287,0,2,1,4,1,0,652,France,Female,80,188603,Retired,Short term cust,High earner,Very low balance,High score
311,15702919,63669,1,0,6,0,0,729,Germany,Male,30,145111,Working class,Long term cust,High earner,low balance,High score
312,15674398,0,2,0,3,0,0,642,France,Male,38,171463,Working class,Short term cust,High earner,Very low balance,Good score
313,15797960,135296,1,0,0,0,0,806,Germany,Female,59,182822,Working class,Short term cust,High earner,low balance,High score
314,15631868,153804,1,1,2,1,0,744,Spain,Male,36,87213,Working class,Short term cust,Fair earner,Fair balance,High score
315,15581539,0,2,0,3,0,0,474,Spain,Male,37,57175,Working class,Short term cust,Fair earner,Very low balance,Good score
316,15662736,147069,1,0,2,0,1,559,France,Male,49,120540,Working class,Short term cust,High earner,low balance,Good score
317,15666252,0,2,1,9,1,0,706,Spain,Male,42,28714,Working class,Long term cust,low earner,Very low balance,High score
318,15677512,0,1,0,3,0,0,628,Spain,Female,22,85426,Student,Short term cust,Fair earner,Very low balance,Good score
319,15626114,95741,1,0,4,0,0,429,France,Male,24,46170,Student,Short term cust,low earner,low balance,low score
320,15810834,145965,1,1,2,1,0,525,Spain,Female,57,64448,Working class,Short term cust,Fair earner,low balance,Good score
321,15678910,141441,1,1,8,1,0,680,France,Female,30,16278,Working class,Long term cust,low earner,low balance,High score
322,15694408,139290,1,0,1,0,1,749,France,Male,40,182855,Working class,Short term cust,High earner,low balance,High score
323,15585215,0,2,0,4,0,0,763,France,Female,31,50404,Working class,Short term cust,Fair earner,Very low balance,High score
324,15682757,0,2,0,3,0,0,734,France,Male,30,107640,Working class,Short term cust,High earner,Very low balance,High score
325,15736601,144428,1,0,4,0,0,716,France,Male,35,134132,Working class,Short term cust,High earner,low balance,High score
326,15601848,0,2,0,2,0,0,594,France,Male,35,103480,Working class,Short term cust,High earner,Very low balance,Good score
327,15736008,95441,1,0,9,0,1,644,France,Female,46,108761,Working class,Long term cust,High earner,low balance,Good score
328,15669064,144848,1,1,1,1,0,671,Germany,Male,35,179012,Working class,Short term cust,High earner,low balance,High score
329,15624528,116244,2,1,7,1,0,664,Germany,Male,26,95145,Student,Long term cust,Fair earner,low balance,High score
330,15598493,0,2,1,7,1,0,656,France,Male,50,72143,Working class,Long term cust,Fair earner,Very low balance,High score
331,15601274,146502,1,0,1,0,0,667,Spain,Female,40,19162,Working class,Short term cust,low earner,low balance,High score
332,15702669,117028,2,1,2,1,0,663,Germany,Male,44,144680,Working class,Short term cust,High earner,low balance,High score
333,15728669,112013,1,0,8,0,1,584,Germany,Female,30,177772,Working class,Long term cust,High earner,low balance,Good score
334,15742668,108269,1,0,6,0,0,626,Spain,Female,37,5597,Working class,Long term cust,low earner,low balance,Good score
335,15697441,182123,1,0,7,0,1,485,France,Male,29,116828,Student,Long term cust,High earner,Fair balance,Good score
336,15740476,150923,2,1,3,1,0,659,Germany,Female,32,174652,Working class,Short term cust,High earner,Fair balance,High score
337,15648064,0,2,0,2,0,0,649,France,Male,33,2010,Working class,Short term cust,low earner,Very low balance,Good score
338,15636624,165272,1,0,5,0,1,805,Spain,Female,39,14109,Working class,Short term cust,low earner,Fair balance,High score
339,15807923,115301,1,0,10,0,1,716,Germany,Female,39,43527,Working class,Long term cust,low earner,low balance,High score
340,15745844,129502,2,1,6,1,1,642,Germany,Female,40,86099,Working class,Long term cust,Fair earner,low balance,Good score
341,15786170,118342,1,0,4,0,0,659,France,Male,31,161574,Working class,Short term cust,High earner,low balance,High score
342,15681081,0,2,1,5,1,0,545,Spain,Female,47,38970,Working class,Short term cust,low earner,Very low balance,Good score
343,15684484,0,2,0,8,0,0,543,France,Male,22,127587,Student,Long term cust,High earner,Very low balance,Good score
344,15785869,0,2,0,7,0,0,718,France,Female,25,30380,Student,Long term cust,low earner,Very low balance,High score
345,15763859,0,2,0,7,0,0,840,France,Female,43,90908,Working class,Long term cust,Fair earner,Very low balance,High score
346,15658935,106937,2,0,9,0,0,630,Germany,Female,34,138275,Working class,Long term cust,High earner,low balance,Good score
347,15747358,170331,1,1,3,1,0,643,Germany,Male,59,32171,Working class,Short term cust,low earner,Fair balance,Good score
348,15735203,114510,1,1,1,1,0,654,Germany,Female,32,126143,Working class,Short term cust,High earner,low balance,High score
349,15576256,0,2,1,5,1,0,582,France,Male,39,129892,Working class,Short term cust,High earner,Very low balance,Good score
350,15659420,107594,2,1,3,1,0,659,Spain,Male,32,102416,Working class,Short term cust,High earner,low balance,High score
351,15593365,81273,1,1,2,1,0,762,Spain,Male,39,18719,Working class,Short term cust,low earner,low balance,High score
352,15777352,169399,1,0,7,0,0,568,Spain,Female,32,61936,Working class,Long term cust,Fair earner,Fair balance,Good score
353,15812007,0,2,1,6,1,0,670,Spain,Male,25,78358,Student,Long term cust,Fair earner,Very low balance,High score
354,15625461,187841,2,1,1,1,0,613,France,Female,45,147224,Working class,Short term cust,High earner,Fair balance,Good score
355,15739438,0,2,0,0,0,0,539,France,Male,30,160979,Working class,Short term cust,High earner,Very low balance,Good score
356,15611759,126776,2,1,8,1,0,850,Spain,Female,57,132298,Working class,Long term cust,High earner,low balance,High score
357,15661629,126436,1,0,9,0,1,522,Spain,Male,34,174248,Working class,Long term cust,High earner,low balance,Good score
358,15633950,101960,1,1,1,1,0,737,France,Male,41,123547,Working class,Short term cust,High earner,low balance,High score
359,15592386,0,2,1,3,1,0,520,France,Male,58,32790,Working class,Short term cust,low earner,Very low balance,Good score
360,15803716,0,2,1,3,1,0,706,Spain,Male,28,181543,Student,Short term cust,High earner,Very low balance,High score
361,15696674,150842,1,1,2,1,1,643,Germany,Female,45,2319,Working class,Short term cust,low earner,low balance,Good score
362,15706365,102535,1,1,9,1,0,648,France,Female,50,189543,Working class,Long term cust,High earner,low balance,Good score
363,15745088,99027,2,0,9,0,0,443,Germany,Female,29,10940,Student,Long term cust,low earner,low balance,low score
364,15676715,0,2,1,9,1,0,640,France,Male,68,199493,Retired,Long term cust,High earner,Very low balance,Good score
365,15613085,0,1,1,3,1,0,628,Spain,Female,33,188193,Working class,Short term cust,High earner,Very low balance,Good score
366,15633537,87271,2,0,9,0,0,540,Germany,Female,42,172572,Working class,Long term cust,High earner,low balance,Good score
367,15594720,102742,2,1,8,1,0,460,Germany,Female,35,189339,Working class,Long term cust,High earner,low balance,Good score
368,15684042,40105,2,1,2,1,0,636,Germany,Male,34,53512,Working class,Short term cust,Fair earner,Very low balance,Good score
369,15583303,152265,1,0,2,0,0,593,France,Female,29,34004,Student,Short term cust,low earner,Fair balance,Good score
370,15611579,141947,1,1,4,1,0,801,Spain,Male,42,10598,Working class,Short term cust,low earner,low balance,High score
371,15774696,106307,2,1,1,1,0,640,Germany,Female,75,113428,Retired,Short term cust,High earner,low balance,Good score
372,15694506,107884,2,1,0,1,0,611,Germany,Male,31,183487,Working class,Short term cust,High earner,low balance,Good score
373,15688074,125013,1,1,1,1,0,802,Germany,Male,31,187658,Working class,Short term cust,High earner,low balance,High score
374,15759537,58469,2,1,7,1,0,717,Germany,Male,35,172459,Working class,Long term cust,High earner,low balance,High score
375,15758449,0,1,1,8,1,0,769,France,Female,39,21016,Working class,Long term cust,low earner,Very low balance,High score
376,15583456,117231,3,1,10,1,1,745,Germany,Male,45,122381,Working class,Long term cust,High earner,low balance,High score
377,15667871,152390,1,0,4,0,0,572,Spain,Male,35,128123,Working class,Short term cust,High earner,Fair balance,Good score
378,15677371,34013,1,0,2,0,0,629,Spain,Female,30,19570,Working class,Short term cust,low earner,Very low balance,Good score
